Customer_ID,Order_ID,Order_Date,Product_Category,Quantity,Unit_Price,Sales
CUST0067,ORD00388,2025-07-28,Accessories,4,320.49,1281.96
CUST0104,ORD00389,2025-01-14,Electronics,5,6834.23,34171.15
CUST0174,ORD00390,2025-01-09,Furniture,2,14660.0,29320.0
CUST0024,ORD00391,2025-02-09,Electronics,2,1681.35,3362.7
CUST0114,ORD00392,2025-08-25,Office Supplies,3,8284.6,24853.8
CUST0032,ORD00393,2025-10-08,Furniture,4,14687.52,58750.08
CUST0175,ORD00394,2025-12-25,Accessories,1,8399.11,8399.11
CUST0086,ORD00395,2025-07-20,Furniture,4,2968.76,11875.04
CUST0151,ORD00396,2025-09-03,Electronics,4,8795.42,35181.68
CUST0194,ORD00397,2025-10-05,Electronics,1,3185.94,3185.94
CUST0127,ORD00398,2025-08-23,Furniture,3,7867.61,23602.83
CUST0155,ORD00399,2025-01-04,Accessories,4,1249.53,4998.12
CUST0130,ORD00400,2025-06-03,Accessories,2,9141.42,18282.84
CUST0017,ORD00401,2025-01-29,Accessories,1,7824.33,7824.33
CUST0104,ORD00402,2025-04-19,Electronics,5,11141.4,55707.0
CUST0161,ORD00403,2025-04-08,Furniture,3,9515.9,28547.7
CUST0137,ORD00404,2025-08-03,Office Supplies,1,8311.65,8311.65
CUST0043,ORD00405,2025-10-20,Electronics,5,10393.22,51966.1
CUST0176,ORD00406,2025-03-16,Accessories,5,2287.54,11437.7
CUST0039,ORD00407,2025-11-22,Furniture,4,8991.09,35964.36
CUST0170,ORD00408,2025-05-26,Accessories,4,2705.84,10823.36
CUST0026,ORD00409,2025-05-08,Office Supplies,4,13894.0,55576.0
CUST0099,ORD00410,2025-12-07,Accessories,1,1164.76,1164.76
CUST0050,ORD00411,2025-02-11,Accessories,1,6541.07,6541.07
CUST0153,ORD00412,2025-12-22,Office Supplies,3,10482.59,31447.77
CUST0013,ORD00414,2025-02-03,Electronics,5,1517.61,7588.05
CUST0060,ORD00415,2025-01-17,Furniture,2,8367.68,16735.36
CUST0135,ORD00416,2025-06-14,Office Supplies,3,9678.23,29034.69
CUST0057,ORD00417,2025-06-02,Accessories,1,10601.32,10601.32
CUST0036,ORD00418,2025-03-17,Furniture,3,5692.91,17078.73
CUST0173,ORD00419,2025-03-28,Electronics,3,8520.35,25561.05
CUST0020,ORD00420,2025-04-27,Office Supplies,3,6842.69,20528.07
CUST0008,ORD00422,2025-12-08,Electronics,2,8815.82,17631.64
CUST0144,ORD00423,2025-01-27,Office Supplies,4,7957.48,31829.92
CUST0142,ORD00424,2025-11-09,Electronics,5,3855.44,19277.2
CUST0115,ORD00425,2025-10-14,Office Supplies,3,179.97,539.91
CUST0143,ORD00426,2025-05-14,Accessories,3,2735.11,8205.33
CUST0092,ORD00427,2025-08-07,Furniture,3,1888.43,5665.29
CUST0098,ORD00428,2025-06-17,Electronics,4,6818.91,27275.64
CUST0066,ORD00429,2025-04-08,Office Supplies,1,9242.03,9242.03
CUST0032,ORD00430,2025-09-25,Electronics,1,3314.31,3314.31
CUST0191,ORD00431,2025-08-25,Electronics,2,14095.0,28190.0
CUST0086,ORD00432,2025-11-05,Furniture,1,249.23,249.23
CUST0051,ORD00433,2025-06-22,Accessories,3,11618.67,34856.01
CUST0153,ORD00434,2025-07-09,Electronics,3,9434.29,28302.87
CUST0186,ORD00435,2025-05-02,Office Supplies,3,5697.29,17091.87
CUST0063,ORD00436,2025-02-15,Office Supplies,2,899.76,1799.52
CUST0190,ORD00437,2025-03-05,Accessories,3,9468.18,28404.54
CUST0125,ORD00438,2025-05-10,Office Supplies,1,5876.36,5876.36
CUST0150,ORD00439,2025-11-06,Accessories,4,14053.57,56214.28
CUST0058,ORD00440,2025-12-29,Office Supplies,4,8198.55,32794.2
CUST0058,ORD00441,2025-07-12,Furniture,5,14103.82,70519.1
CUST0086,ORD00442,2025-11-03,Electronics,1,3424.18,3424.18
CUST0049,ORD00443,2025-06-30,Furniture,3,10927.03,32781.09
CUST0180,ORD00444,2025-10-19,Electronics,4,9316.15,37264.6
CUST0170,ORD00445,2025-10-09,Electronics,1,11130.21,11130.21
CUST0070,ORD00446,2025-01-29,Electronics,4,3337.82,13351.28
CUST0015,ORD00447,2025-05-29,Furniture,3,10025.17,30075.51
CUST0054,ORD00448,2025-09-24,Electronics,4,7545.9,30183.6
CUST0188,ORD00449,2025-10-23,Furniture,5,11180.95,55904.75
CUST0101,ORD00450,2025-01-11,Accessories,5,5006.61,25033.05
CUST0008,ORD00451,2025-06-13,Office Supplies,4,13367.35,53469.4
CUST0053,ORD00452,2025-04-23,Office Supplies,1,1401.87,1401.87
CUST0060,ORD00453,2025-07-06,Electronics,1,12136.76,12136.76
CUST0108,ORD00454,2025-10-22,Furniture,1,12940.6,12940.6
CUST0005,ORD00455,2025-08-20,Office Supplies,4,12286.2,49144.8
CUST0103,ORD00456,2025-08-15,Furniture,1,7763.99,7763.99
CUST0196,ORD00457,2025-11-06,Furniture,3,6660.02,19980.06
CUST0006,ORD00458,2025-04-08,Electronics,5,14944.49,74722.45
CUST0109,ORD00459,2025-02-24,Office Supplies,3,3553.2,10659.6
CUST0116,ORD00460,2025-04-21,Electronics,1,8271.11,8271.11
CUST0094,ORD00461,2025-06-01,Electronics,3,10109.53,30328.59
CUST0047,ORD00462,2025-09-03,Office Supplies,1,10557.88,10557.88
CUST0099,ORD00463,2025-03-10,Office Supplies,4,3179.77,12719.08
CUST0055,ORD00464,2025-11-08,Accessories,3,9861.81,29585.43
CUST0168,ORD00465,2025-10-16,Accessories,4,12302.79,49211.16
CUST0052,ORD00466,2025-09-07,Furniture,4,892.78,3571.12
CUST0144,ORD00467,2025-02-05,Office Supplies,2,13686.09,27372.18
CUST0013,ORD00468,2025-08-27,Accessories,1,588.14,588.14
CUST0114,ORD00469,2025-05-28,Furniture,5,5436.17,27180.85
CUST0124,ORD00470,2025-08-15,Furniture,1,384.83,384.83
CUST0106,ORD00471,2025-09-01,Furniture,5,1295.61,6478.05
CUST0158,ORD00472,2025-12-03,Accessories,1,13680.85,13680.85
CUST0147,ORD00473,2025-12-31,Office Supplies,4,5419.68,21678.72
CUST0145,ORD00474,2025-07-20,Electronics,3,6457.86,19373.58
CUST0120,ORD00475,2025-06-03,Furniture,3,3347.86,10043.58
CUST0063,ORD00476,2025-03-14,Accessories,2,9016.87,18033.74
CUST0019,ORD00477,2025-07-20,Accessories,5,8982.83,44914.15
CUST0092,ORD00478,2025-10-23,Electronics,5,5677.18,28385.9
CUST0058,ORD00479,2025-01-17,Electronics,5,5095.57,25477.85
CUST0183,ORD00480,2025-05-09,Accessories,4,13291.72,53166.88
CUST0090,ORD00481,2025-08-05,Office Supplies,5,5841.77,29208.85
CUST0117,ORD00482,2025-03-02,Electronics,3,7478.49,22435.47
CUST0062,ORD00483,2025-04-14,Accessories,4,4357.08,17428.32
CUST0023,ORD00484,2025-02-11,Electronics,1,11833.53,11833.53
CUST0127,ORD00485,2025-01-25,Office Supplies,5,6052.11,30260.55
CUST0137,ORD00486,2025-02-08,Furniture,5,7777.12,38885.6
CUST0140,ORD00487,2025-10-18,Electronics,1,3912.35,3912.35
CUST0129,ORD00488,2025-05-11,Office Supplies,5,14816.74,74083.7
CUST0058,ORD00489,2025-08-17,Accessories,1,4478.71,4478.71
CUST0122,ORD00490,2025-04-18,Electronics,4,11595.53,46382.12
CUST0001,ORD00491,2025-06-21,Electronics,3,6498.31,19494.93
CUST0034,ORD00492,2025-04-12,Accessories,1,3212.33,3212.33
CUST0096,ORD00493,2025-12-20,Furniture,2,12025.82,24051.64
CUST0126,ORD00494,2025-01-12,Accessories,1,5104.06,5104.06
CUST0118,ORD00495,2025-10-02,Electronics,5,12998.12,64990.6
CUST0048,ORD00496,2025-04-11,Accessories,4,13741.57,54966.28
CUST0089,ORD00497,2025-02-13,Office Supplies,4,12918.38,51673.52
CUST0117,ORD00498,2025-11-01,Accessories,1,669.87,669.87
CUST0129,ORD00499,2025-01-17,Electronics,3,11842.49,35527.47
CUST0016,ORD00500,2025-11-26,Accessories,2,6258.39,12516.78
CUST0189,ORD00501,2025-02-26,Furniture,4,13124.79,52499.16
CUST0192,ORD00502,2025-11-07,Accessories,5,9623.62,48118.1
CUST0191,ORD00503,2025-10-30,Furniture,5,12529.6,62648.0
CUST0069,ORD00504,2025-01-12,Office Supplies,3,7566.56,22699.68
CUST0022,ORD00505,2025-11-14,Furniture,4,8095.13,32380.52
CUST0093,ORD00506,2025-03-21,Accessories,1,2294.16,2294.16
CUST0195,ORD00507,2025-08-04,Electronics,5,11792.21,58961.05
CUST0076,ORD00508,2025-12-05,Furniture,3,6377.94,19133.82
CUST0154,ORD00509,2025-09-21,Office Supplies,4,7576.19,30304.76
CUST0144,ORD00510,2025-05-29,Furniture,4,11808.7,47234.8
CUST0179,ORD00511,2025-03-22,Furniture,4,9042.85,36171.4
CUST0086,ORD00512,2025-08-03,Furniture,4,3136.32,12545.28
CUST0185,ORD00513,2025-07-17,Office Supplies,4,8914.95,35659.8
CUST0029,ORD00514,2025-07-19,Accessories,5,6203.35,31016.75
CUST0069,ORD00515,2025-01-25,Furniture,3,7122.45,21367.35
CUST0047,ORD00516,2025-03-30,Furniture,4,570.42,2281.68
CUST0094,ORD00517,2025-09-25,Electronics,2,3268.94,6537.88
CUST0190,ORD00518,2025-05-23,Office Supplies,2,4323.42,8646.84
CUST0197,ORD00519,2025-02-28,Furniture,3,10737.46,32212.38
CUST0144,ORD00520,2025-12-31,Office Supplies,1,320.66,320.66
CUST0085,ORD00522,2025-02-16,Accessories,1,13871.8,13871.8
CUST0039,ORD00523,2025-10-15,Accessories,2,1811.43,3622.86
CUST0100,ORD00524,2025-09-23,Furniture,1,7818.9,7818.9
CUST0033,ORD00525,2025-01-16,Accessories,5,11829.86,59149.3
CUST0101,ORD00526,2025-07-18,Furniture,4,14146.59,56586.36
CUST0023,ORD00527,2025-10-09,Accessories,2,11239.63,22479.26
CUST0010,ORD00528,2025-03-27,Electronics,3,10850.4,32551.2
CUST0069,ORD00529,2025-09-07,Electronics,3,12423.35,37270.05
CUST0100,ORD00530,2025-09-27,Electronics,4,6776.09,27104.36
CUST0034,ORD00531,2025-12-01,Office Supplies,2,12116.79,24233.58
CUST0180,ORD00532,2025-04-27,Office Supplies,1,268.27,268.27
CUST0138,ORD00533,2025-01-07,Electronics,1,13879.73,13879.73
CUST0147,ORD00534,2025-05-17,Office Supplies,5,6733.1,33665.5
CUST0186,ORD00535,2025-06-25,Accessories,5,8367.7,41838.5
CUST0096,ORD00536,2025-11-24,Furniture,1,3935.0,3935.0
CUST0001,ORD00537,2025-11-11,Furniture,3,11176.58,33529.74
CUST0069,ORD00538,2025-08-03,Furniture,3,1288.04,3864.12
CUST0004,ORD00539,2025-03-23,Electronics,5,13108.64,65543.2
CUST0016,ORD00540,2025-08-11,Office Supplies,4,12447.53,49790.12
CUST0024,ORD00541,2025-04-13,Accessories,1,3358.49,3358.49
CUST0080,ORD00542,2025-09-30,Accessories,5,12168.47,60842.35
CUST0002,ORD00543,2025-01-14,Electronics,5,11827.41,59137.05
CUST0128,ORD00544,2025-06-08,Accessories,1,9538.42,9538.42
CUST0160,ORD00545,2025-06-01,Accessories,1,5696.77,5696.77
CUST0084,ORD00546,2025-04-18,Accessories,3,4181.76,12545.28
CUST0152,ORD00547,2025-07-07,Accessories,4,3591.99,14367.96
CUST0140,ORD00548,2025-10-28,Office Supplies,4,4881.34,19525.36
CUST0178,ORD00549,2025-04-08,Accessories,1,13567.84,13567.84
CUST0163,ORD00550,2025-05-11,Furniture,2,1302.97,2605.94
CUST0124,ORD00551,2025-10-20,Electronics,5,12458.74,62293.7
CUST0033,ORD00552,2025-06-20,Office Supplies,5,5331.02,26655.1
CUST0161,ORD00553,2025-07-02,Accessories,1,7895.75,7895.75
CUST0189,ORD00554,2025-12-30,Office Supplies,2,11948.11,23896.22
CUST0179,ORD00555,2025-02-08,Accessories,3,13282.99,39848.97
CUST0171,ORD00556,2025-01-15,Furniture,1,5270.0,5270.0
CUST0101,ORD00557,2025-01-04,Electronics,1,7008.38,7008.38
CUST0012,ORD00558,2025-12-15,Accessories,5,6305.56,31527.8
CUST0067,ORD00559,2025-07-29,Accessories,1,346.78,346.78
CUST0065,ORD00560,2025-06-10,Accessories,1,4544.75,4544.75
CUST0161,ORD00561,2025-01-16,Accessories,1,6968.96,6968.96
CUST0168,ORD00562,2025-04-18,Electronics,5,6254.74,31273.7
CUST0074,ORD00563,2025-11-07,Electronics,3,10870.65,32611.95
CUST0043,ORD00564,2025-08-15,Furniture,3,5864.33,17592.99
CUST0044,ORD00565,2025-06-19,Electronics,1,7417.24,7417.24
CUST0029,ORD00566,2025-02-03,Accessories,5,6529.69,32648.45
CUST0141,ORD00567,2025-09-08,Furniture,3,11148.3,33444.9
CUST0012,ORD00568,2025-09-04,Furniture,3,12965.14,38895.42
CUST0095,ORD00569,2025-09-26,Furniture,3,8048.55,24145.65
CUST0046,ORD00570,2025-05-21,Accessories,5,11873.07,59365.35
CUST0130,ORD00571,2025-10-01,Office Supplies,5,4557.28,22786.4
CUST0035,ORD00572,2025-04-06,Accessories,1,8189.34,8189.34
CUST0081,ORD00573,2025-08-15,Electronics,4,5276.66,21106.64
CUST0090,ORD00574,2025-02-08,Electronics,3,6300.88,18902.64
CUST0008,ORD00575,2025-10-29,Accessories,4,11026.35,44105.4
CUST0093,ORD00576,2025-01-29,Accessories,5,13242.69,66213.45
CUST0154,ORD00577,2025-11-14,Furniture,5,1954.21,9771.05
CUST0090,ORD00578,2025-09-02,Accessories,5,9574.39,47871.95
CUST0162,ORD00579,2025-08-24,Furniture,4,8794.84,35179.36
CUST0115,ORD00580,2025-07-04,Electronics,5,1908.46,9542.3
CUST0105,ORD00581,2025-09-29,Furniture,1,3296.63,3296.63
CUST0135,ORD00582,2025-08-24,Accessories,5,4768.39,23841.95
CUST0196,ORD00583,2025-08-27,Electronics,2,2628.93,5257.86
CUST0058,ORD00584,2025-09-23,Office Supplies,4,3769.38,15077.52
CUST0114,ORD00585,2025-12-25,Furniture,2,4123.87,8247.74
CUST0075,ORD00586,2025-12-06,Electronics,5,5134.76,25673.8
CUST0157,ORD00587,2025-03-06,Furniture,1,11278.45,11278.45
CUST0120,ORD00588,2025-06-26,Electronics,3,8642.9,25928.7
CUST0164,ORD00589,2025-01-03,Electronics,5,14795.76,73978.8
CUST0021,ORD00590,2025-05-22,Furniture,1,6308.83,6308.83
CUST0164,ORD00591,2025-06-07,Office Supplies,4,11344.9,45379.6
CUST0138,ORD00592,2025-11-20,Electronics,2,13091.31,26182.62
CUST0101,ORD00593,2025-05-26,Electronics,2,10232.83,20465.66
CUST0152,ORD00594,2025-10-20,Electronics,2,6266.19,12532.38
CUST0192,ORD00595,2025-06-02,Office Supplies,4,11340.88,45363.52
CUST0177,ORD00596,2025-07-12,Office Supplies,1,3174.46,3174.46
CUST0036,ORD00598,2025-11-01,Furniture,2,8268.28,16536.56
CUST0096,ORD00599,2025-12-10,Office Supplies,5,8694.83,43474.15
CUST0152,ORD00600,2025-05-20,Furniture,3,478.8,1436.4
CUST0151,ORD00601,2025-07-06,Accessories,4,14184.95,56739.8
CUST0190,ORD00602,2025-10-20,Furniture,4,10494.91,41979.64
CUST0037,ORD00603,2025-03-02,Office Supplies,1,7511.2,7511.2
CUST0113,ORD00605,2025-10-22,Office Supplies,4,6670.57,26682.28
CUST0183,ORD00606,2025-11-15,Furniture,2,14709.47,29418.94
CUST0013,ORD00607,2025-10-29,Office Supplies,3,7757.43,23272.29
CUST0023,ORD00608,2025-12-10,Office Supplies,1,1847.14,1847.14
CUST0099,ORD00609,2025-01-11,Furniture,2,11507.29,23014.58
CUST0105,ORD00610,2025-03-03,Accessories,5,10231.63,51158.15
CUST0030,ORD00611,2025-11-29,Electronics,1,11628.85,11628.85
CUST0017,ORD00612,2025-08-14,Accessories,2,14278.91,28557.82
CUST0113,ORD00613,2025-06-02,Furniture,2,11680.87,23361.74
CUST0062,ORD00614,2025-07-18,Accessories,3,9228.35,27685.05
CUST0084,ORD00615,2025-02-21,Office Supplies,3,12881.04,38643.12
CUST0112,ORD00616,2025-09-17,Electronics,5,10147.71,50738.55
CUST0086,ORD00617,2025-02-28,Furniture,2,6210.57,12421.14
CUST0141,ORD00618,2025-03-13,Furniture,2,13301.45,26602.9
CUST0187,ORD00619,2025-05-28,Furniture,3,3445.22,10335.66
CUST0019,ORD00620,2025-12-15,Electronics,1,10762.42,10762.42
CUST0177,ORD00621,2025-03-04,Office Supplies,1,13241.22,13241.22
CUST0100,ORD00622,2025-11-06,Furniture,4,11010.05,44040.2
CUST0140,ORD00623,2025-08-31,Accessories,3,10504.54,31513.62
CUST0189,ORD00624,2025-11-26,Furniture,4,11326.68,45306.72
CUST0147,ORD00625,2025-04-17,Furniture,3,7056.07,21168.21
CUST0076,ORD00626,2025-08-14,Furniture,5,13131.43,65657.15
CUST0009,ORD00627,2025-11-09,Furniture,2,3171.03,6342.06
CUST0199,ORD00628,2025-08-06,Office Supplies,5,2041.69,10208.45
CUST0028,ORD00629,2025-08-29,Accessories,3,4389.81,13169.43
CUST0128,ORD00630,2025-09-16,Office Supplies,2,8043.92,16087.84
CUST0052,ORD00631,2025-09-19,Accessories,1,7731.84,7731.84
CUST0083,ORD00632,2025-01-05,Furniture,1,12335.89,12335.89
CUST0111,ORD00633,2025-09-18,Electronics,4,6157.84,24631.36
CUST0144,ORD00634,2025-02-23,Office Supplies,3,7342.51,22027.53
CUST0117,ORD00635,2025-02-16,Electronics,3,348.51,1045.53
CUST0069,ORD00636,2025-08-03,Office Supplies,1,6234.63,6234.63
CUST0099,ORD00637,2025-06-26,Furniture,5,9769.45,48847.25
CUST0140,ORD00638,2025-01-09,Office Supplies,2,380.3,760.6
CUST0025,ORD00639,2025-04-09,Furniture,5,4321.1,21605.5
CUST0123,ORD00641,2025-08-29,Furniture,1,773.48,773.48
CUST0053,ORD00642,2025-03-02,Furniture,1,7267.01,7267.01
CUST0151,ORD00643,2025-06-27,Accessories,1,2848.59,2848.59
CUST0144,ORD00644,2025-12-04,Furniture,4,11184.76,44739.04
CUST0057,ORD00645,2025-03-03,Accessories,5,12741.73,63708.65
CUST0039,ORD00646,2025-05-25,Furniture,3,8251.94,24755.82
CUST0109,ORD00647,2025-08-04,Electronics,2,14728.35,29456.7
CUST0042,ORD00649,2025-06-09,Electronics,3,7773.52,23320.56
CUST0186,ORD00650,2025-08-15,Electronics,5,14839.88,74199.4
CUST0167,ORD00651,2025-09-26,Furniture,1,3588.49,3588.49
CUST0142,ORD00652,2025-04-30,Electronics,5,14146.81,70734.05
CUST0122,ORD00653,2025-03-30,Accessories,2,786.14,1572.28
CUST0133,ORD00654,2025-11-25,Office Supplies,4,6778.85,27115.4
CUST0163,ORD00655,2025-03-09,Furniture,4,1189.55,4758.2
CUST0075,ORD00656,2025-12-23,Electronics,2,10979.14,21958.28
CUST0146,ORD00657,2025-04-08,Furniture,3,9184.87,27554.61
CUST0076,ORD00658,2025-09-24,Accessories,3,10643.52,31930.56
CUST0009,ORD00659,2025-04-15,Furniture,4,5711.03,22844.12
CUST0074,ORD00660,2025-11-19,Furniture,4,5636.81,22547.24
CUST0186,ORD00661,2025-05-03,Electronics,1,822.99,822.99
CUST0145,ORD00662,2025-01-29,Accessories,3,5346.68,16040.04
CUST0007,ORD00663,2025-05-17,Office Supplies,2,13949.93,27899.86
CUST0174,ORD00664,2025-07-14,Office Supplies,3,5781.51,17344.53
CUST0141,ORD00665,2025-08-14,Electronics,1,12495.81,12495.81
CUST0168,ORD00666,2025-11-28,Furniture,4,12658.53,50634.12
CUST0170,ORD00667,2025-06-19,Electronics,4,5692.63,22770.52
CUST0137,ORD00668,2025-01-09,Electronics,1,9535.03,9535.03
CUST0178,ORD00669,2025-02-09,Electronics,2,1566.27,3132.54
CUST0027,ORD00670,2025-01-25,Furniture,4,1689.63,6758.52
CUST0122,ORD00671,2025-09-18,Accessories,5,872.57,4362.85
CUST0194,ORD00672,2025-08-14,Electronics,4,8778.07,35112.28
CUST0005,ORD00673,2025-05-04,Furniture,5,6477.15,32385.75
CUST0029,ORD00674,2025-02-07,Accessories,1,8288.28,8288.28
CUST0165,ORD00675,2025-11-24,Electronics,1,7887.94,7887.94
CUST0166,ORD00676,2025-09-08,Office Supplies,4,5350.51,21402.04
CUST0083,ORD00677,2025-06-25,Accessories,3,10210.48,30631.44
CUST0136,ORD00678,2025-03-31,Electronics,5,11413.75,57068.75
CUST0109,ORD00679,2025-02-06,Accessories,2,367.23,734.46
CUST0065,ORD00680,2025-11-12,Accessories,4,3227.55,12910.2
CUST0086,ORD00681,2025-06-25,Accessories,2,10741.55,21483.1
CUST0145,ORD00682,2025-10-11,Accessories,4,5891.31,23565.24
CUST0071,ORD00683,2025-03-22,Accessories,3,9987.89,29963.67
CUST0045,ORD00684,2025-04-24,Accessories,3,5302.4,15907.2
CUST0132,ORD00685,2025-02-09,Electronics,3,5952.71,17858.13
CUST0036,ORD00686,2025-10-28,Office Supplies,3,2506.38,7519.14
CUST0070,ORD00687,2025-08-12,Furniture,1,3984.73,3984.73
CUST0159,ORD00688,2025-11-14,Accessories,1,9140.36,9140.36
CUST0019,ORD00689,2025-12-15,Furniture,5,6582.47,32912.35
CUST0189,ORD00690,2025-04-25,Electronics,2,11648.39,23296.78
CUST0108,ORD00691,2025-07-05,Accessories,4,12810.89,51243.56
CUST0182,ORD00692,2025-11-19,Office Supplies,4,8193.45,32773.8
CUST0167,ORD00693,2025-02-25,Furniture,1,11410.27,11410.27
CUST0091,ORD00694,2025-02-09,Accessories,4,4707.53,18830.12
CUST0090,ORD00695,2025-12-20,Electronics,1,6312.32,6312.32
CUST0019,ORD00696,2025-02-09,Office Supplies,5,10734.75,53673.75
CUST0039,ORD00697,2025-12-13,Furniture,2,5885.25,11770.5
CUST0126,ORD00698,2025-08-25,Furniture,5,8889.3,44446.5
CUST0195,ORD00699,2025-10-16,Accessories,3,2902.79,8708.37
CUST0173,ORD00700,2025-09-19,Office Supplies,3,9056.6,27169.8
CUST0141,ORD00701,2025-08-04,Office Supplies,3,12943.48,38830.44
CUST0126,ORD00702,2025-05-27,Office Supplies,5,13049.3,65246.5
CUST0058,ORD00703,2025-12-02,Office Supplies,4,10906.51,43626.04
CUST0148,ORD00704,2025-06-17,Electronics,2,11224.44,22448.88
CUST0200,ORD00705,2025-04-02,Office Supplies,3,8435.22,25305.66
CUST0061,ORD00706,2025-12-19,Furniture,3,8832.32,26496.96
CUST0127,ORD00707,2025-02-28,Furniture,3,2134.71,6404.13
CUST0105,ORD00708,2025-02-28,Electronics,2,6741.31,13482.62
CUST0167,ORD00709,2025-10-31,Furniture,3,6844.03,20532.09
CUST0001,ORD00710,2025-06-18,Furniture,2,14383.69,28767.38
CUST0131,ORD00711,2025-09-26,Office Supplies,3,6551.64,19654.92
CUST0092,ORD00712,2025-12-29,Furniture,5,8307.74,41538.7
CUST0190,ORD00713,2025-02-14,Electronics,5,8068.78,40343.9
CUST0191,ORD00714,2025-12-11,Office Supplies,2,9605.91,19211.82
CUST0113,ORD00715,2025-06-30,Accessories,5,11261.26,56306.3
CUST0153,ORD00716,2025-06-19,Office Supplies,2,3491.87,6983.74
CUST0056,ORD00717,2025-12-22,Electronics,5,8001.56,40007.8
CUST0161,ORD00718,2025-07-10,Office Supplies,5,12414.88,62074.4
CUST0166,ORD00719,2025-06-04,Office Supplies,2,7027.25,14054.5
CUST0117,ORD00720,2025-07-07,Electronics,4,4285.09,17140.36
CUST0134,ORD00721,2025-01-07,Office Supplies,5,9872.43,49362.15
CUST0058,ORD00722,2025-05-13,Electronics,3,12382.95,37148.85
CUST0044,ORD00723,2025-08-23,Electronics,4,1087.63,4350.52
CUST0173,ORD00724,2025-02-14,Accessories,2,11685.34,23370.68
CUST0160,ORD00725,2025-11-10,Furniture,4,12351.47,49405.88
CUST0173,ORD00726,2025-09-06,Furniture,1,7003.62,7003.62
CUST0061,ORD00727,2025-01-31,Office Supplies,1,14752.09,14752.09
CUST0047,ORD00728,2025-01-23,Office Supplies,5,11832.62,59163.1
CUST0149,ORD00729,2025-06-09,Accessories,5,11638.89,58194.45
CUST0080,ORD00730,2025-12-29,Accessories,3,11255.4,33766.2
CUST0118,ORD00731,2025-06-07,Accessories,4,2386.53,9546.12
CUST0164,ORD00732,2025-02-08,Electronics,1,3375.88,3375.88
CUST0147,ORD00733,2025-03-23,Accessories,5,7040.25,35201.25
CUST0020,ORD00734,2025-12-22,Accessories,4,4070.46,16281.84
CUST0185,ORD00735,2025-09-15,Office Supplies,5,6316.33,31581.65
CUST0146,ORD00736,2025-07-25,Accessories,5,13343.69,66718.45
CUST0047,ORD00737,2025-03-18,Electronics,1,12391.25,12391.25
CUST0049,ORD00738,2025-01-12,Electronics,1,9506.09,9506.09
CUST0014,ORD00739,2025-10-22,Office Supplies,5,12893.09,64465.45
CUST0143,ORD00740,2025-08-12,Accessories,2,11789.02,23578.04
CUST0159,ORD00741,2025-01-13,Accessories,5,6520.43,32602.15
CUST0001,ORD00742,2025-02-15,Electronics,5,3135.82,15679.1
CUST0117,ORD00743,2025-06-04,Accessories,3,7785.89,23357.67
CUST0054,ORD00744,2025-04-23,Accessories,3,11083.0,33249.0
CUST0118,ORD00745,2025-08-21,Accessories,3,6630.83,19892.49
CUST0003,ORD00746,2025-01-17,Furniture,2,10051.56,20103.12
CUST0144,ORD00747,2025-12-26,Office Supplies,2,1550.76,3101.52
CUST0185,ORD00748,2025-08-11,Furniture,5,11257.87,56289.35
CUST0012,ORD00749,2025-12-20,Office Supplies,3,12218.8,36656.4
CUST0074,ORD00750,2025-07-07,Electronics,2,10646.54,21293.08
CUST0016,ORD00751,2025-12-10,Accessories,1,14513.86,14513.86
CUST0200,ORD00752,2025-12-31,Office Supplies,5,12425.78,62128.9
CUST0102,ORD00753,2025-06-12,Furniture,4,13560.94,54243.76
CUST0152,ORD00754,2025-11-22,Accessories,5,14013.53,70067.65
CUST0156,ORD00755,2025-03-15,Electronics,4,12050.02,48200.08
CUST0117,ORD00756,2025-08-21,Office Supplies,3,10162.74,30488.22
CUST0008,ORD00757,2025-08-12,Office Supplies,4,234.92,939.68
CUST0122,ORD00758,2025-11-15,Office Supplies,3,7067.51,21202.53
CUST0092,ORD00759,2025-03-01,Accessories,1,8631.76,8631.76
CUST0164,ORD00760,2025-12-01,Furniture,4,4664.85,18659.4
CUST0090,ORD00761,2025-08-10,Furniture,5,4873.85,24369.25
CUST0136,ORD00762,2025-02-06,Office Supplies,3,14423.22,43269.66
CUST0186,ORD00763,2025-10-05,Electronics,5,13391.91,66959.55
CUST0060,ORD00764,2025-07-15,Electronics,2,12760.31,25520.62
CUST0178,ORD00765,2025-12-18,Furniture,3,6179.28,18537.84
CUST0028,ORD00766,2025-08-30,Electronics,4,353.42,1413.68
CUST0101,ORD00767,2025-11-20,Furniture,3,1341.3,4023.9
CUST0041,ORD00768,2025-08-07,Office Supplies,5,4786.12,23930.6
CUST0192,ORD00769,2025-07-11,Furniture,1,383.78,383.78
CUST0155,ORD00770,2025-01-17,Furniture,3,404.67,1214.01
CUST0191,ORD00771,2025-01-12,Office Supplies,4,13761.56,55046.24
CUST0145,ORD00772,2025-07-12,Electronics,2,10636.45,21272.9
CUST0161,ORD00773,2025-01-22,Furniture,1,4738.0,4738.0
CUST0157,ORD00774,2025-04-30,Furniture,2,2119.77,4239.54
CUST0141,ORD00775,2025-07-29,Office Supplies,3,7747.79,23243.37
CUST0046,ORD00776,2025-11-02,Electronics,5,229.39,1146.95
CUST0035,ORD00777,2025-09-27,Furniture,5,14085.44,70427.2
CUST0134,ORD00778,2025-07-11,Office Supplies,4,6310.0,25240.0
